Crop,State,year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Ragi,Puducherry,2019,59.00,142.00,2407.00,3150,3.491369863,223.2916667
Ragi,Sikkim,2019,149032.64,1656163.59,9531.57,3150,8.967835616,223.2916667
Ragi,Tamil Nadu,2019,84540.00,274501.00,3247.00,3150,2.565068493,223.2916667
Ragi,Uttarakhand,2019,84000.00,120120.00,1430.00,3150,4.201315068,223.2916667
Ragi,West Bengal,2019,2851.00,4174.00,1464.00,3150,4.697041096,223.2916667
Rapeseed & Mustard,Andhra Pradesh,2019,2000.00,970.00,485.00,4425,2.567726027,143.0583333
Rapeseed & Mustard,Arunachal Pradesh,2019,28261.00,28798.00,1019.00,4425,7.009479452,143.0583333
Rapeseed & Mustard,Assam,2019,287447.00,177355.00,617.00,4425,5.826712329,143.0583333
Rapeseed & Mustard,Bihar,2019,75240.00,89310.00,1187.00,4425,3.32509589,143.0583333
Rapeseed & Mustard,Chhattisgarh,2019,39040.00,16241.00,416.00,4425,3.877863014,143.0583333
Rapeseed & Mustard,Delhi,2019,3585.00,4520.00,1261.00,4425,1.368410959,143.0583333
Rapeseed & Mustard,Gujarat,2019,172620.00,333502.00,1932.00,4425,2.93460274,143.0583333
Rapeseed & Mustard,Haryana,2019,641300.00,1149851.00,1793.00,4425,1.095753425,143.0583333
Rapeseed & Mustard,Himachal Pradesh,2019,8605.00,4905.00,570.00,4425,3.314136986,143.0583333
Rapeseed & Mustard,Jammu And Kashmir,2019,45311.00,40735.00,899.00,4425,3.29139726,143.0583333
Rapeseed & Mustard,Jharkhand,2019,291431.00,231396.00,794.00,4425,3.205917808,143.0583333
Rapeseed & Mustard,Kerala,2019,75262.64,630695.39,907.47,4425,7.62169863,143.0583333
Rapeseed & Mustard,Ladakh,2019,453431.30,1491648.50,2381.93,4425,1.420876712,143.0583333
Rapeseed & Mustard,Madhya Pradesh,2019,675000.00,1038150.00,1538.00,4425,3.862794521,143.0583333
Rapeseed & Mustard,Maharashtra,2019,11800.00,3890.00,330.00,4425,4.069369863,143.0583333
Rapeseed & Mustard,Manipur,2019,25550.00,21462.00,840.00,4425,2.90739726,143.0583333
Rapeseed & Mustard,Meghalaya,2019,9870.00,9238.00,936.00,4425,10.57309589,143.0583333
Rapeseed & Mustard,Mizoram,2019,574.00,410.00,714.00,4425,5.126410959,143.0583333
Rapeseed & Mustard,Nagaland,2019,27490.00,27820.00,1012.00,4425,4.291726027,143.0583333
Rapeseed & Mustard,Odisha,2019,6950.00,2036.00,293.00,4425,4.413178082,143.0583333
Rapeseed & Mustard,Punjab,2019,31000.00,45942.00,1482.00,4425,1.941232877,143.0583333
Rapeseed & Mustard,Rajasthan,2019,3076320.00,4202385.00,1366.00,4425,1.792739726,143.0583333
Rapeseed & Mustard,Sikkim,2019,3133.00,2750.00,878.00,4425,8.967835616,143.0583333
Rapeseed & Mustard,Tamil Nadu,2019,140.00,33.00,233.00,4425,2.565068493,143.0583333
Rapeseed & Mustard,Telangana,2019,1000.00,1706.00,1706.00,4425,3.049972603,143.0583333
Rapeseed & Mustard,Tripura,2019,7895.00,6670.00,845.00,4425,6.345205479,143.0583333
Rapeseed & Mustard,Uttar Pradesh,2019,759300.00,956718.00,1260.00,4425,2.394109589,143.0583333
Rapeseed & Mustard,Uttarakhand,2019,15000.00,14505.00,967.00,4425,4.201315068,143.0583333
Rapeseed & Mustard,West Bengal,2019,610402.00,712339.00,1167.00,4425,4.697041096,143.0583333
Rice,Andaman And Nicobar Islands,2019,5701.10,17981.00,3154.00,1815,0,153.6
Rice,Andhra Pradesh,2019,2300100.00,8658885.00,3765.00,1815,2.567726027,153.6
Rice,Arunachal Pradesh,2019,133500.00,244727.00,1833.00,1815,7.009479452,153.6
Rice,Assam,2019,2290515.00,4984634.00,2176.00,1815,5.826712329,153.6
Rice,Bihar,2019,2886399.00,6297989.00,2182.00,1815,3.32509589,153.6
Rice,Chandigarh,2019,800.00,4400.00,5500.00,1815,2.575342466,153.6
Rice,Chhattisgarh,2019,3666000.00,6774768.00,1848.00,1815,3.877863014,153.6
Rice,Dadra And Nagar Haveli,2019,16800.00,36283.00,2160.00,1815,10.46120548,153.6
Rice,Delhi,2019,5840.00,16800.00,2877.00,1815,1.368410959,153.6
Rice,Goa,2019,34698.00,90386.00,2605.00,1815,12.76778082,153.6
Rice,Gujarat,2019,904350.00,1983055.00,2193.00,1815,2.93460274,153.6
Rice,Haryana,2019,1447000.00,4824298.00,3334.00,1815,1.095753425,153.6
Rice,Himachal Pradesh,2019,72620.00,143788.00,1980.00,1815,3.314136986,153.6
Rice,Jammu And Kashmir,2019,280513.00,587018.00,2093.00,1815,3.29139726,153.6
Rice,Jharkhand,2019,1357728.00,3012798.00,2219.00,1815,3.205917808,153.6
Rice,Karnataka,2019,1185000.00,3634480.00,3067.00,1815,3.678,153.6
Rice,Kerala,2019,198180.00,605568.00,3056.00,1815,7.62169863,153.6
Rice,Madhya Pradesh,2019,2016000.00,4778148.00,2370.00,1815,3.862794521,153.6
Rice,Maharashtra,2019,1552990.00,2897587.00,1866.00,1815,4.069369863,153.6
Rice,Manipur,2019,175600.00,385500.00,2195.00,1815,2.90739726,153.6
Rice,Meghalaya,2019,110980.00,303437.00,2734.00,1815,10.57309589,153.6
Rice,Mizoram,2019,35210.00,60010.00,1704.00,1815,5.126410959,153.6
Rice,Nagaland,2019,216950.00,363313.00,1675.00,1815,4.291726027,153.6
Rice,Odisha,2019,3940710.00,8360372.00,2122.00,1815,4.413178082,153.6
Rice,Puducherry,2019,18238.00,59346.00,3254.00,1815,3.491369863,153.6
Rice,Punjab,2019,2920000.00,11779280.00,4034.00,1815,1.941232877,153.6
Rice,Rajasthan,2019,219520.00,480529.00,2189.00,1815,1.792739726,153.6
Rice,Sikkim,2019,8685.00,16137.00,1858.00,1815,8.967835616,153.6
Rice,Tamil Nadu,2019,1907410.00,7171143.00,3760.00,1815,2.565068493,153.6
Rice,Telangana,2019,2011000.00,7427769.00,3694.00,1815,3.049972603,153.6
Rice,Tripura,2019,267335.00,810245.00,3031.00,1815,6.345205479,153.6
Rice,Uttar Pradesh,2019,5737000.00,15517797.00,2705.00,1815,2.394109589,153.6
Rice,Uttarakhand,2019,247000.00,658375.00,2665.00,1815,4.201315068,153.6
Rice,West Bengal,2019,5490975.00,15881444.00,2892.00,1815,4.697041096,153.6
Safflower,Andhra Pradesh,2019,1000.00,490.00,490.00,5215,2.567726027,178.475
Safflower,Bihar,2019,85.00,69.00,812.00,5215,3.32509589,178.475
Safflower,Chhattisgarh,2019,190.00,78.00,409.00,5215,3.877863014,178.475
Safflower,Jharkhand,2019,319.00,157.00,491.00,5215,3.205917808,178.475
Safflower,Karnataka,2019,26000.00,25272.00,972.00,5215,3.678,178.475
Safflower,Maharashtra,2019,21600.00,14926.00,691.00,5215,4.069369863,178.475
Safflower,Odisha,2019,300.00,180.00,600.00,5215,4.413178082,178.475
Safflower,Telangana,2019,2000.00,2210.00,1105.00,5215,3.049972603,178.475
Safflower,West Bengal,2019,0.00,0.00,0.00,5215,4.697041096,178.475
Sannhemp,Bihar,2019,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333
Sannhemp,Chhattisgarh,2019,264198.60,678121.55,1612.40,4664,3.877863014,171.2583333
Sannhemp,Jammu And Kashmir,2019,299965.30,878850.10,1751.85,2020,3.29139726,171.2583333
Sannhemp,Karnataka,2019,276387.61,746528.30,1659.92,4084,3.678,171.2583333
Sannhemp,Odisha,2019,231551.41,494900.25,1485.11,5726,4.413178082,171.2583333
Sannhemp,Rajasthan,2019,391363.72,1391792.85,2108.21,1771,1.792739726,171.2583333
Sannhemp,Uttar Pradesh,2019,354688.06,1185963.10,1965.21,1771,2.394109589,171.2583333
Sannhemp,West Bengal,2019,214239.50,397742.98,1417.61,5726,4.697041096,171.2583333
Sesamum,Andaman And Nicobar Islands,2019,0.00,0.00,0.00,6485,0,171.2583333
Sesamum,Andhra Pradesh,2019,39000.00,13377.00,343.00,6485,2.567726027,171.2583333
Sesamum,Arunachal Pradesh,2019,2058.00,1836.00,892.00,6485,7.009479452,171.2583333
Sesamum,Assam,2019,12027.00,8527.00,709.00,6485,5.826712329,171.2583333
Sesamum,Bihar,2019,1299.00,1138.00,876.00,6485,3.32509589,171.2583333
Sesamum,Chhattisgarh,2019,15310.00,6859.00,448.00,6485,3.877863014,171.2583333
Sesamum,Gujarat,2019,165680.00,107526.00,649.00,6485,2.93460274,171.2583333
Sesamum,Haryana,2019,1600.00,904.00,565.00,6485,1.095753425,171.2583333
Sesamum,Himachal Pradesh,2019,379.00,190.00,500.00,6485,3.314136986,171.2583333
Sesamum,Jammu And Kashmir,2019,3825.00,1564.00,409.00,6485,3.29139726,171.2583333
Sesamum,Jharkhand,2019,5844.00,2227.00,381.00,6485,3.205917808,171.2583333
Sesamum,Karnataka,2019,29000.00,25056.00,864.00,6485,3.678,171.2583333
Sesamum,Kerala,2019,208.00,91.00,439.00,6485,7.62169863,171.2583333
Sesamum,Madhya Pradesh,2019,315000.00,126000.00,400.00,6485,3.862794521,171.2583333
Sesamum,Maharashtra,2019,26000.00,5200.00,200.00,6485,4.069369863,171.2583333
Sesamum,Meghalaya,2019,2380.00,2221.00,933.00,6485,10.57309589,171.2583333
Sesamum,Mizoram,2019,756.00,592.00,783.00,6485,5.126410959,171.2583333
Sesamum,Nagaland,2019,3740.00,2289.00,612.00,6485,4.291726027,171.2583333
Sesamum,Odisha,2019,14000.00,4074.00,291.00,6485,4.413178082,171.2583333
Sesamum,Puducherry,2019,215.00,164.00,763.00,6485,3.491369863,171.2583333
Sesamum,Punjab,2019,2600.00,944.00,363.00,6485,1.941232877,171.2583333
Sesamum,Rajasthan,2019,279695.00,91740.00,328.00,6485,1.792739726,171.2583333
Sesamum,Tamil Nadu,2019,53010.00,36471.00,688.00,6485,2.565068493,171.2583333
Sesamum,Telangana,2019,21000.00,13356.00,636.00,6485,3.049972603,171.2583333
Sesamum,Tripura,2019,6600.00,4200.00,636.00,6485,6.345205479,171.2583333
Sesamum,Uttar Pradesh,2019,356000.00,65504.00,184.00,6485,2.394109589,171.2583333
Sesamum,Uttarakhand,2019,2000.00,602.00,301.00,6485,4.201315068,171.2583333
Sesamum,West Bengal,2019,263370.00,134845.00,512.00,6485,4.697041096,171.2583333
Small Millets,Andhra Pradesh,2019,22000.00,22000.00,1000.00,5688,2.567726027,171.2583333
Small Millets,Assam,2019,5212.00,3226.00,619.00,5720,5.826712329,171.2583333
Small Millets,Bihar,2019,2049.00,1547.00,755.00,5720,3.32509589,171.2583333
Small Millets,Chhattisgarh,2019,63370.00,19040.00,300.00,5720,3.877863014,171.2583333
Small Millets,Gujarat,2019,290.00,162.00,560.00,5720,2.93460274,171.2583333
Small Millets,Himachal Pradesh,2019,5214.00,4640.00,890.00,5726,3.314136986,171.2583333
Small Millets,Jammu And Kashmir,2019,7923.00,0.00,0.00,5720,3.29139726,171.2583333
Small Millets,Karnataka,2019,49000.00,37485.00,765.00,5720,3.678,171.2583333
Small Millets,Kerala,2019,57.00,43.00,754.00,5720,7.62169863,171.2583333
Small Millets,Madhya Pradesh,2019,84000.00,74000.00,881.00,5726,3.862794521,171.2583333
Small Millets,Maharashtra,2019,40980.00,21965.00,536.00,5720,4.069369863,171.2583333
Small Millets,Meghalaya,2019,2890.00,2719.00,941.00,5726,10.57309589,171.2583333
Small Millets,Nagaland,2019,8830.00,9978.00,1130.00,5690,4.291726027,171.2583333
Small Millets,Odisha,2019,32870.00,16994.00,517.00,5720,4.413178082,171.2583333
Small Millets,Rajasthan,2019,10120.00,5242.00,518.00,5720,1.792739726,171.2583333
Small Millets,Tamil Nadu,2019,25850.00,37340.00,1444.00,5728,2.565068493,171.2583333
Small Millets,Telangana,2019,1000.00,1711.00,1711.00,3337,3.049972603,171.2583333
Small Millets,Tripura,2019,458.00,380.00,830.00,5713,6.345205479,171.2583333
Small Millets,Uttar Pradesh,2019,8000.00,5824.00,728.00,5720,2.394109589,171.2583333
Small Millets,Uttarakhand,2019,53000.00,70967.00,1339.00,5726,4.201315068,171.2583333
Small Millets,West Bengal,2019,6104.00,5536.00,907.00,5726,4.697041096,171.2583333
Soybean,Andhra Pradesh,2019,1000.00,1747.00,1747.00,3710,2.567726027,160.5583333
Soybean,Arunachal Pradesh,2019,3137.00,4448.00,1418.00,3710,7.009479452,160.5583333
Soybean,Bihar,2019,19600.00,14778.00,754.00,3710,3.32509589,160.5583333
Soybean,Chhattisgarh,2019,72300.00,79892.00,1105.00,3710,3.877863014,160.5583333
Soybean,Gujarat,2019,100620.00,132617.00,1318.00,3710,2.93460274,160.5583333
Soybean,Himachal Pradesh,2019,556.00,951.00,1710.00,3710,3.314136986,160.5583333
Soybean,Jharkhand,2019,1193.00,1024.00,858.00,3710,3.205917808,160.5583333
Soybean,Karnataka,2019,320000.00,378560.00,1183.00,3710,3.678,160.5583333
Soybean,Madhya Pradesh,2019,6194000.00,4887066.00,789.00,3710,3.862794521,160.5583333
Soybean,Maharashtra,2019,4124010.00,4825092.00,1170.00,3710,4.069369863,160.5583333
Soybean,Manipur,2019,4170.00,3628.00,870.00,3710,2.90739726,160.5583333
Soybean,Meghalaya,2019,1870.00,3564.00,1906.00,3710,10.57309589,160.5583333
Soybean,Mizoram,2019,1121.00,1750.00,1561.00,3710,5.126410959,160.5583333
Soybean,Nagaland,2019,25170.00,31765.00,1262.00,3710,4.291726027,160.5583333
Soybean,Rajasthan,2019,1118568.00,524608.00,469.00,3710,1.792739726,160.5583333
Soybean,Sikkim,2019,2929.00,2860.00,976.00,3710,8.967835616,160.5583333
Soybean,Telangana,2019,172000.00,310976.00,1808.00,3710,3.049972603,160.5583333
Soybean,Uttar Pradesh,2019,22000.00,11286.00,513.00,3710,2.394109589,160.5583333
Soybean,Uttarakhand,2019,8000.00,8888.00,1111.00,3710,4.201315068,160.5583333
Soybean,West Bengal,2019,249.00,194.00,779.00,3710,4.697041096,160.5583333
Sugarcane,Andaman And Nicobar Islands,2019,88.40,8296.00,93846.00,275,0,169.5
Sugarcane,Andhra Pradesh,2019,86000.00,6723996.00,78186.00,275,2.567726027,169.5
Sugarcane,Arunachal Pradesh,2019,1824.00,39216.00,21500.00,275,7.009479452,169.5
Sugarcane,Assam,2019,29703.00,1218120.00,41010.00,275,5.826712329,169.5
Sugarcane,Bihar,2019,223892.00,13578826.00,60649.00,275,3.32509589,169.5
Sugarcane,Chhattisgarh,2019,35180.00,1759000.00,50000.00,275,3.877863014,169.5
Sugarcane,Goa,2019,811.40,53710.00,66194.00,275,12.76778082,169.5
Sugarcane,Gujarat,2019,160940.00,11569977.00,71890.00,275,2.93460274,169.5
Sugarcane,Haryana,2019,96300.00,7730386.00,80274.00,275,1.095753425,169.5
Sugarcane,Himachal Pradesh,2019,1603.00,32014.00,19971.00,275,3.314136986,169.5
Sugarcane,Jammu And Kashmir,2019,0.00,0.00,0.00,275,3.29139726,169.5
Sugarcane,Karnataka,2019,429000.00,38181000.00,89000.00,275,3.678,169.5
Sugarcane,Kerala,2019,950.00,120831.00,127190.00,275,7.62169863,169.5
Sugarcane,Madhya Pradesh,2019,125000.00,7433750.00,59470.00,275,3.862794521,169.5
Sugarcane,Maharashtra,2019,822400.00,69311872.00,84280.00,275,4.069369863,169.5
Sugarcane,Manipur,2019,0.00,0.00,0.00,275,2.90739726,169.5
Sugarcane,Meghalaya,2019,128.00,384.00,3000.00,275,10.57309589,169.5
Sugarcane,Mizoram,2019,1468.00,44260.00,30150.00,275,5.126410959,169.5
Sugarcane,Nagaland,2019,4450.00,193620.00,43510.00,275,4.291726027,169.5
Sugarcane,Odisha,2019,8950.00,504986.00,56423.00,275,4.413178082,169.5
Sugarcane,Puducherry,2019,1308.00,183120.00,140000.00,275,3.491369863,169.5
Sugarcane,Punjab,2019,91000.00,7302022.00,80242.00,275,1.941232877,169.5
Sugarcane,Rajasthan,2019,4466.00,326188.00,73038.00,275,1.792739726,169.5
Sugarcane,Tamil Nadu,2019,131200.00,14119088.00,107615.00,275,2.565068493,169.5
Sugarcane,Telangana,2019,26000.00,2012868.00,77418.00,275,3.049972603,169.5
Sugarcane,Tripura,2019,687.00,36370.00,52940.00,275,6.345205479,169.5
Sugarcane,Uttar Pradesh,2019,2208000.00,179539104.00,81313.00,275,2.394109589,169.5
Sugarcane,Uttarakhand,2019,92000.00,6937720.00,75410.00,275,4.201315068,169.5
Sugarcane,West Bengal,2019,19177.00,1527582.00,79657.00,275,4.697041096,169.5
Sunflower,Andhra Pradesh,2019,9000.00,8480.00,942.00,5650,2.567726027,121.7083333
Sunflower,Arunachal Pradesh,2019,574.00,469.00,817.00,5650,7.009479452,121.7083333
Sunflower,Bihar,2019,8081.00,11485.00,1421.00,5650,3.32509589,121.7083333
Sunflower,Chhattisgarh,2019,0.00,0.00,0.00,5650,3.877863014,121.7083333
Sunflower,Gujarat,2019,500.00,910.00,1820.00,5650,2.93460274,121.7083333
Sunflower,Haryana,2019,9100.00,16799.00,1846.00,5650,1.095753425,121.7083333
Sunflower,Jharkhand,2019,547.00,296.00,540.00,5650,3.205917808,121.7083333
Sunflower,Karnataka,2019,129000.00,103396.00,802.00,5650,3.678,121.7083333
Sunflower,Kerala,2019,1.00,1.00,1000.00,5650,7.62169863,121.7083333
Sunflower,Maharashtra,2019,27800.00,12119.00,436.00,5650,4.069369863,121.7083333
Sunflower,Nagaland,2019,2730.00,1770.00,649.00,5650,4.291726027,121.7083333
Sunflower,Odisha,2019,16560.00,20957.00,1266.00,5650,4.413178082,121.7083333
Sunflower,Punjab,2019,4300.00,7994.00,1859.00,5650,1.941232877,121.7083333
Sunflower,Tamil Nadu,2019,4250.00,3833.00,902.00,5650,2.565068493,121.7083333
Sunflower,Telangana,2019,4000.00,8924.00,2231.00,5650,3.049972603,121.7083333
Sunflower,Uttar Pradesh,2019,4000.00,5528.00,1382.00,5650,2.394109589,121.7083333
Sunflower,West Bengal,2019,7842.00,9575.00,1221.00,5650,4.697041096,121.7083333
Tobacco,Andhra Pradesh,2019,500503.07,3689080.84,10339.70,1910,2.567726027,113.6
Tobacco,Assam,2019,301747.73,2573633.61,9564.76,1910,5.826712329,113.6
Tobacco,Bihar,2019,454313.46,3429857.25,10159.61,1910,3.32509589,113.6
Tobacco,Chhattisgarh,2019,420601.93,3240662.67,10028.17,1910,3.877863014,113.6
Tobacco,Gujarat,2019,478128.41,3563510.62,10252.46,1910,2.93460274,113.6
Tobacco,Karnataka,2019,432790.95,3309069.41,10075.69,1910,3.678,113.6
Tobacco,Kerala,2019,192277.15,1959266.95,9137.94,1910,7.62169863,113.6
Tobacco,Maharashtra,2019,408922.53,3175115.97,9982.63,1910,4.069369863,113.6
Tobacco,Meghalaya,2019,12280.70,949097.65,8436.14,1954,10.57309589,113.6
Tobacco,Mizoram,2019,344456.91,2813324.46,9731.28,1910,5.126410959,113.6
Tobacco,Odisha,2019,387954.74,3057441.37,9900.88,1910,4.413178082,113.6
Tobacco,Tamil Nadu,2019,500665.14,3689990.43,10340.33,1910,2.565068493,113.6
Tobacco,Telangana,2019,471092.36,3524023.19,10225.03,1910,3.049972603,113.6
Tobacco,Uttar Pradesh,2019,511091.39,3748504.22,10380.98,1910,2.394109589,113.6
Tobacco,West Bengal,2019,370642.83,2960284.10,9833.38,1910,4.697041096,113.6
Tur,Andaman And Nicobar Islands,2019,0.00,0.00,0.00,5800,0,144.675
Tur,Andhra Pradesh,2019,243000.00,118098.00,486.00,5800,2.567726027,144.675
Tur,Arunachal Pradesh,2019,819.00,712.00,869.00,5800,7.009479452,144.675
Tur,Assam,2019,5830.00,5037.00,864.00,5800,5.826712329,144.675
Tur,Bihar,2019,16754.00,28163.00,1681.00,5800,3.32509589,144.675
Tur,Chhattisgarh,2019,51160.00,32128.00,628.00,5800,3.877863014,144.675
Tur,Gujarat,2019,212700.00,210786.00,991.00,5800,2.93460274,144.675
Tur,Haryana,2019,1110.00,1243.00,1120.00,5800,1.095753425,144.675
Tur,Himachal Pradesh,2019,77.00,50.00,650.00,5800,3.314136986,144.675
Tur,Jharkhand,2019,230559.00,241626.00,1048.00,5800,3.205917808,144.675
Tur,Karnataka,2019,1545000.00,1126305.00,729.00,5800,3.678,144.675
Tur,Kerala,2019,313.00,522.00,1668.00,5800,7.62169863,144.675
Tur,Madhya Pradesh,2019,249000.00,274647.00,1103.00,5800,3.862794521,144.675
Tur,Maharashtra,2019,1195500.00,1084319.00,907.00,5800,4.069369863,144.675
Tur,Manipur,2019,509.00,457.00,898.00,5800,2.90739726,144.675
Tur,Meghalaya,2019,1180.00,1532.00,1298.00,5800,10.57309589,144.675
Tur,Mizoram,2019,337.00,317.00,940.00,5800,5.126410959,144.675
Tur,Nagaland,2019,3210.00,2921.00,910.00,5800,4.291726027,144.675
Tur,Odisha,2019,128630.00,144580.00,1124.00,5800,4.413178082,144.675
Tur,Punjab,2019,2000.00,2190.00,1095.00,5800,1.941232877,144.675
Tur,Rajasthan,2019,8860.00,5192.00,586.00,5800,1.792739726,144.675
Tur,Tamil Nadu,2019,41810.00,53224.00,1273.00,5800,2.565068493,144.675
Tur,Telangana,2019,295000.00,266385.00,903.00,5800,3.049972603,144.675
Tur,Tripura,2019,4832.00,3875.00,802.00,5800,6.345205479,144.675
Tur,Uttar Pradesh,2019,285000.00,279300.00,980.00,5800,2.394109589,144.675
Tur,Uttarakhand,2019,3000.00,2553.00,851.00,5800,4.201315068,144.675
Tur,West Bengal,2019,4845.00,4128.00,852.00,5800,4.697041096,144.675
Urad,Andaman And Nicobar Islands,2019,155.90,83.00,533.00,5700,0,135.475
Urad,Andhra Pradesh,2019,303000.00,329097.00,1086.00,5700,2.567726027,135.475
Urad,Arunachal Pradesh,2019,2602.00,2439.00,937.00,5700,7.009479452,135.475
Urad,Assam,2019,58100.00,34744.00,598.00,5700,5.826712329,135.475
Urad,Bihar,2019,7102.00,6292.00,886.00,5700,3.32509589,135.475
Urad,Chhattisgarh,2019,75440.00,24990.00,331.00,5700,3.877863014,135.475
Urad,Gujarat,2019,99930.00,73648.00,737.00,5700,2.93460274,135.475
Urad,Haryana,2019,30.00,12.00,391.00,5700,1.095753425,135.475
Urad,Himachal Pradesh,2019,7017.00,5122.00,730.00,5700,3.314136986,135.475
Urad,Jammu And Kashmir,2019,0.00,0.00,0.00,5700,3.29139726,135.475
Urad,Jharkhand,2019,128440.00,111614.00,869.00,5700,3.205917808,135.475
Urad,Karnataka,2019,68200.00,33275.00,488.00,5700,3.678,135.475
Urad,Kerala,2019,19419.75,1739485.99,2654.62,5700,7.62169863,135.475
Urad,Madhya Pradesh,2019,1794000.00,503342.00,281.00,5700,3.862794521,135.475
Urad,Maharashtra,2019,340530.00,151195.00,444.00,5700,4.069369863,135.475
Urad,Manipur,2019,1291.00,1153.00,893.00,5700,2.90739726,135.475
Urad,Nagaland,2019,830.00,680.00,819.00,5700,4.291726027,135.475
Urad,Odisha,2019,57640.00,21222.00,368.00,5700,4.413178082,135.475
Urad,Puducherry,2019,469.00,287.00,612.00,5700,3.491369863,135.475
Urad,Punjab,2019,2000.00,1156.00,578.00,5700,1.941232877,135.475
Urad,Rajasthan,2019,502140.00,123575.00,246.00,5700,1.792739726,135.475
Urad,Sikkim,2019,2789.00,2611.00,936.00,5700,8.967835616,135.475
Urad,Tamil Nadu,2019,405320.00,317340.00,783.00,5700,2.565068493,135.475
Urad,Telangana,2019,22000.00,26670.00,1212.00,5700,3.049972603,135.475
Urad,Tripura,2019,4919.00,3303.00,671.00,5700,6.345205479,135.475
Urad,Uttar Pradesh,2019,564000.00,245010.00,434.00,5700,2.394109589,135.475
Urad,Uttarakhand,2019,12000.00,11316.00,943.00,5700,4.201315068,135.475
Urad,West Bengal,2019,72348.00,50070.00,692.00,5700,4.697041096,135.475
