Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Rice,Arunachal Pradesh,2019,133500,244727,1833,1815,7.009479452,153.6
Rice,Assam,2019,2290515,4984634,2176,1815,5.826712329,153.6
Rice,Bihar,2019,2886399,6297989,2182,1815,3.32509589,153.6
Rice,Chandigarh,2019,800,4400,5500,1815,2.575342466,153.6
Rice,Chhattisgarh,2019,3666000,6774768,1848,1815,3.877863014,153.6
Rice,Dadra And Nagar Haveli,2019,16800,36283,2160,1815,10.46120548,153.6
Rice,Delhi,2019,5840,16800,2877,1815,1.368410959,153.6
Rice,Goa,2019,34698,90386,2605,1815,12.76778082,153.6
Rice,Gujarat,2019,904350,1983055,2193,1815,2.93460274,153.6
Rice,Haryana,2019,1447000,4824298,3334,1815,1.095753425,153.6
Rice,Himachal Pradesh,2019,72620,143788,1980,1815,3.314136986,153.6
Rice,Jammu And Kashmir,2019,280513,587018,2093,1815,3.29139726,153.6
Rice,Jharkhand,2019,1357728,3012798,2219,1815,3.205917808,153.6
Rice,Karnataka,2019,1185000,3634480,3067,1815,3.678,153.6
Rice,Kerala,2019,198180,605568,3056,1815,7.62169863,153.6
Rice,Madhya Pradesh,2019,2016000,4778148,2370,1815,3.862794521,153.6
Rice,Maharashtra,2019,1552990,2897587,1866,1815,4.069369863,153.6
Rice,Manipur,2019,175600,385500,2195,1815,2.90739726,153.6
Rice,Meghalaya,2019,110980,303437,2734,1815,10.57309589,153.6
Rice,Mizoram,2019,35210,60010,1704,1815,5.126410959,153.6
Rice,Nagaland,2019,216950,363313,1675,1815,4.291726027,153.6
Rice,Odisha,2019,3940710,8360372,2122,1815,4.413178082,153.6
Rice,Puducherry,2019,18238,59346,3254,1815,3.491369863,153.6
Rice,Punjab,2019,2920000,11779280,4034,1815,1.941232877,153.6
Rice,Rajasthan,2019,219520,480529,2189,1815,1.792739726,153.6
Rice,Sikkim,2019,8685,16137,1858,1815,8.967835616,153.6
Rice,Tamil Nadu,2019,1907410,7171143,3760,1815,2.565068493,153.6
Rice,Telangana,2019,2011000,7427769,3694,1815,3.049972603,153.6
Rice,Tripura,2019,267335,810245,3031,1815,6.345205479,153.6
Rice,Uttar Pradesh,2019,5737000,15517797,2705,1815,2.394109589,153.6
Rice,Uttarakhand,2019,247000,658375,2665,1815,4.201315068,153.6
Rice,West Bengal,2019,5490975,15881444,2892,1815,4.697041096,153.6
Safflower,Andhra Pradesh,2019,1000,490,490,5215,2.567726027,178.475
Safflower,Bihar,2019,85,69,812,5215,3.32509589,178.475
Safflower,Chhattisgarh,2019,190,78,409,5215,3.877863014,178.475
Safflower,Jharkhand,2019,319,157,491,5215,3.205917808,178.475
Safflower,Karnataka,2019,26000,25272,972,5215,3.678,178.475
Safflower,Maharashtra,2019,21600,14926,691,5215,4.069369863,178.475
Safflower,Odisha,2019,300,180,600,5215,4.413178082,178.475
Safflower,Telangana,2019,2000,2210,1105,5215,3.049972603,178.475
Safflower,West Bengal,2019,0,0,0,5215,4.697041096,178.475
Sannhemp,Bihar,2019,297910.1283,867316.135,1743.838633,3098.67,3.32509589,171.2583333
Sannhemp,Chhattisgarh,2019,264198.5972,678121.5506,1612.399177,4664.27,3.877863014,171.2583333
Sannhemp,Jammu And Kashmir,2019,299965.302,878850.103,1751.851645,2020.37,3.29139726,171.2583333
Sannhemp,Karnataka,2019,276387.6148,746528.2959,1659.923505,4084.37,3.678,171.2583333
Sannhemp,Odisha,2019,231551.4121,494900.2488,1485.109549,5726.34,4.413178082,171.2583333
Sannhemp,Rajasthan,2019,391363.7192,1391792.855,2108.209184,1771.2,1.792739726,171.2583333
Sannhemp,Uttar Pradesh,2019,354688.0595,1185963.1,1965.21275,1771.2,2.394109589,171.2583333
Sannhemp,West Bengal,2019,214239.4982,397742.9783,1417.611323,5726.34,4.697041096,171.2583333
Sesamum,Andaman And Nicobar Islands,2019,0,0,0,6485,0,171.2583333
Sesamum,Andhra Pradesh,2019,39000,13377,343,6485,2.567726027,171.2583333
Sesamum,Arunachal Pradesh,2019,2058,1836,892,6485,7.009479452,171.2583333
Sesamum,Assam,2019,12027,8527,709,6485,5.826712329,171.2583333
Sesamum,Bihar,2019,1299,1138,876,6485,3.32509589,171.2583333
Sesamum,Chhattisgarh,2019,15310,6859,448,6485,3.877863014,171.2583333
Sesamum,Gujarat,2019,165680,107526,649,6485,2.93460274,171.2583333
Sesamum,Haryana,2019,1600,904,565,6485,1.095753425,171.2583333
Sesamum,Himachal Pradesh,2019,379,190,500,6485,3.314136986,171.2583333
Sesamum,Jammu And Kashmir,2019,3825,1564,409,6485,3.29139726,171.2583333
Sesamum,Jharkhand,2019,5844,2227,381,6485,3.205917808,171.2583333
Sesamum,Karnataka,2019,29000,25056,864,6485,3.678,171.2583333
Sesamum,Kerala,2019,208,91,439,6485,7.62169863,171.2583333
Sesamum,Madhya Pradesh,2019,315000,126000,400,6485,3.862794521,171.2583333
Sesamum,Maharashtra,2019,26000,5200,200,6485,4.069369863,171.2583333
Sesamum,Meghalaya,2019,2380,2221,933,6485,10.57309589,171.2583333
Sesamum,Mizoram,2019,756,592,783,6485,5.126410959,171.2583333
Sesamum,Nagaland,2019,3740,2289,612,6485,4.291726027,171.2583333
Sesamum,Odisha,2019,14000,4074,291,6485,4.413178082,171.2583333
Sesamum,Puducherry,2019,215,164,763,6485,3.491369863,171.2583333
Sesamum,Punjab,2019,2600,944,363,6485,1.941232877,171.2583333
Sesamum,Rajasthan,2019,279695,91740,328,6485,1.792739726,171.2583333
Sesamum,Tamil Nadu,2019,53010,36471,688,6485,2.565068493,171.2583333
Sesamum,Telangana,2019,21000,13356,636,6485,3.049972603,171.2583333
Sesamum,Tripura,2019,6600,4200,636,6485,6.345205479,171.2583333
Sesamum,Uttar Pradesh,2019,356000,65504,184,6485,2.394109589,171.2583333
Sesamum,Uttarakhand,2019,2000,602,301,6485,4.201315068,171.2583333
Sesamum,West Bengal,2019,263370,134845,512,6485,4.697041096,171.2583333
Small Millets,Andhra Pradesh,2019,22000,22000,1000,5687.79,2.567726027,171.2583333
Small Millets,Assam,2019,5212,3226,619,5720.19,5.826712329,171.2583333
Small Millets,Bihar,2019,2049,1547,755,5720.19,3.32509589,171.2583333
Small Millets,Chhattisgarh,2019,63370,19040,300,5720.19,3.877863014,171.2583333
Small Millets,Gujarat,2019,290,162,560,5720.19,2.93460274,171.2583333
Small Millets,Himachal Pradesh,2019,5214,4640,890,5725.54,3.314136986,171.2583333
Small Millets,Jammu And Kashmir,2019,7923,0,0,5720.19,3.29139726,171.2583333
Small Millets,Karnataka,2019,49000,37485,765,5720.19,3.678,171.2583333
Small Millets,Kerala,2019,57,43,754,5720.19,7.62169863,171.2583333
Small Millets,Madhya Pradesh,2019,84000,74000,881,5725.54,3.862794521,171.2583333
Small Millets,Maharashtra,2019,40980,21965,536,5720.19,4.069369863,171.2583333
Small Millets,Meghalaya,2019,2890,2719,941,5725.54,10.57309589,171.2583333
Small Millets,Nagaland,2019,8830,9978,1130,5689.94,4.291726027,171.2583333
Small Millets,Odisha,2019,32870,16994,517,5720.19,4.413178082,171.2583333
Small Millets,Rajasthan,2019,10120,5242,518,5720.19,1.792739726,171.2583333
Small Millets,Tamil Nadu,2019,25850,37340,1444,5728.14,2.565068493,171.2583333
Small Millets,Telangana,2019,1000,1711,1711,3337.02,3.049972603,171.2583333
Small Millets,Tripura,2019,458,380,830,5712.89,6.345205479,171.2583333
Small Millets,Uttar Pradesh,2019,8000,5824,728,5720.19,2.394109589,171.2583333
Small Millets,Uttarakhand,2019,53000,70967,1339,5726.34,4.201315068,171.2583333
Small Millets,West Bengal,2019,6104,5536,907,5725.54,4.697041096,171.2583333
Soybean,Andhra Pradesh,2019,1000,1747,1747,3710,2.567726027,160.5583333
Soybean,Arunachal Pradesh,2019,3137,4448,1418,3710,7.009479452,160.5583333
Soybean,Bihar,2019,19600,14778,754,3710,3.32509589,160.5583333
Soybean,Chhattisgarh,2019,72300,79892,1105,3710,3.877863014,160.5583333
Soybean,Gujarat,2019,100620,132617,1318,3710,2.93460274,160.5583333
Soybean,Himachal Pradesh,2019,556,951,1710,3710,3.314136986,160.5583333
Soybean,Jharkhand,2019,1193,1024,858,3710,3.205917808,160.5583333
Soybean,Karnataka,2019,320000,378560,1183,3710,3.678,160.5583333
Soybean,Madhya Pradesh,2019,6194000,4887066,789,3710,3.862794521,160.5583333
Soybean,Maharashtra,2019,4124010,4825092,1170,3710,4.069369863,160.5583333
Soybean,Manipur,2019,4170,3628,870,3710,2.90739726,160.5583333
Soybean,Meghalaya,2019,1870,3564,1906,3710,10.57309589,160.5583333
Soybean,Mizoram,2019,1121,1750,1561,3710,5.126410959,160.5583333
Soybean,Nagaland,2019,25170,31765,1262,3710,4.291726027,160.5583333
Soybean,Rajasthan,2019,1118568,524608,469,3710,1.792739726,160.5583333
Soybean,Sikkim,2019,2929,2860,976,3710,8.967835616,160.5583333
Soybean,Telangana,2019,172000,310976,1808,3710,3.049972603,160.5583333
Soybean,Uttar Pradesh,2019,22000,11286,513,3710,2.394109589,160.5583333
Soybean,Uttarakhand,2019,8000,8888,1111,3710,4.201315068,160.5583333
Soybean,West Bengal,2019,249,194,779,3710,4.697041096,160.5583333
Sugarcane,Andaman And Nicobar Islands,2019,88.4,8296,93846,275,0,169.5
Sugarcane,Andhra Pradesh,2019,86000,6723996,78186,275,2.567726027,169.5
Sugarcane,Arunachal Pradesh,2019,1824,39216,21500,275,7.009479452,169.5
Sugarcane,Assam,2019,29703,1218120,41010,275,5.826712329,169.5
Sugarcane,Bihar,2019,223892,13578826,60649,275,3.32509589,169.5
Sugarcane,Chhattisgarh,2019,35180,1759000,50000,275,3.877863014,169.5
Sugarcane,Goa,2019,811.4,53710,66194,275,12.76778082,169.5
Sugarcane,Gujarat,2019,160940,11569977,71890,275,2.93460274,169.5
Sugarcane,Haryana,2019,96300,7730386,80274,275,1.095753425,169.5
Sugarcane,Himachal Pradesh,2019,1603,32014,19971,275,3.314136986,169.5
Sugarcane,Jammu And Kashmir,2019,0,0,0,275,3.29139726,169.5
Sugarcane,Karnataka,2019,429000,38181000,89000,275,3.678,169.5
Sugarcane,Kerala,2019,950,120831,127190,275,7.62169863,169.5
Sugarcane,Madhya Pradesh,2019,125000,7433750,59470,275,3.862794521,169.5
Sugarcane,Maharashtra,2019,822400,69311872,84280,275,4.069369863,169.5
Sugarcane,Manipur,2019,0,0,0,275,2.90739726,169.5
Sugarcane,Meghalaya,2019,128,384,3000,275,10.57309589,169.5
Sugarcane,Mizoram,2019,1468,44260,30150,275,5.126410959,169.5
Sugarcane,Nagaland,2019,4450,193620,43510,275,4.291726027,169.5
Sugarcane,Odisha,2019,8950,504986,56423,275,4.413178082,169.5
Sugarcane,Puducherry,2019,1308,183120,140000,275,3.491369863,169.5
Sugarcane,Punjab,2019,91000,7302022,80242,275,1.941232877,169.5
Sugarcane,Rajasthan,2019,4466,326188,73038,275,1.792739726,169.5
Sugarcane,Tamil Nadu,2019,131200,14119088,107615,275,2.565068493,169.5
Sugarcane,Telangana,2019,26000,2012868,77418,275,3.049972603,169.5
Sugarcane,Tripura,2019,687,36370,52940,275,6.345205479,169.5
Sugarcane,Uttar Pradesh,2019,2208000,179539104,81313,275,2.394109589,169.5
Sugarcane,Uttarakhand,2019,92000,6937720,75410,275,4.201315068,169.5
Sugarcane,West Bengal,2019,19177,1527582,79657,275,4.697041096,169.5
Sunflower,Andhra Pradesh,2019,9000,8480,942,5650,2.567726027,121.7083333
Sunflower,Arunachal Pradesh,2019,574,469,817,5650,7.009479452,121.7083333
Sunflower,Bihar,2019,8081,11485,1421,5650,3.32509589,121.7083333
Sunflower,Chhattisgarh,2019,0,0,0,5650,3.877863014,121.7083333
Sunflower,Gujarat,2019,500,910,1820,5650,2.93460274,121.7083333
Sunflower,Haryana,2019,9100,16799,1846,5650,1.095753425,121.7083333
Sunflower,Jharkhand,2019,547,296,540,5650,3.205917808,121.7083333
Sunflower,Karnataka,2019,129000,103396,802,5650,3.678,121.7083333
Sunflower,Kerala,2019,1,1,1000,5650,7.62169863,121.7083333
Sunflower,Maharashtra,2019,27800,12119,436,5650,4.069369863,121.7083333
Sunflower,Nagaland,2019,2730,1770,649,5650,4.291726027,121.7083333
Sunflower,Odisha,2019,16560,20957,1266,5650,4.413178082,121.7083333
Sunflower,Punjab,2019,4300,7994,1859,5650,1.941232877,121.7083333
Sunflower,Tamil Nadu,2019,4250,3833,902,5650,2.565068493,121.7083333
Sunflower,Telangana,2019,4000,8924,2231,5650,3.049972603,121.7083333
Sunflower,Uttar Pradesh,2019,4000,5528,1382,5650,2.394109589,121.7083333
Sunflower,West Bengal,2019,7842,9575,1221,5650,4.697041096,121.7083333
Tobacco,Andhra Pradesh,2019,500503.069,3689080.84,10339.69625,1909.8,2.567726027,113.6
Tobacco,Assam,2019,301747.7277,2573633.606,9564.759811,1909.8,5.826712329,113.6
Tobacco,Bihar,2019,454313.4592,3429857.253,10159.60544,1909.8,3.32509589,113.6
Tobacco,Chhattisgarh,2019,420601.928,3240662.669,10028.16598,1909.8,3.877863014,113.6
Tobacco,Gujarat,2019,478128.4103,3563510.624,10252.45866,1909.8,2.93460274,113.6
Tobacco,Karnataka,2019,432790.9457,3309069.414,10075.69031,1909.8,3.678,113.6
Tobacco,Kerala,2019,192277.1495,1959266.953,9137.939883,1909.8,7.62169863,113.6
Tobacco,Maharashtra,2019,408922.5266,3175115.973,9982.628618,1909.8,4.069369863,113.6
Tobacco,Meghalaya,2019,12280.69805,949097.653,8436.143349,1953.6,10.57309589,113.6
Tobacco,Mizoram,2019,344456.9093,2813324.465,9731.280625,1909.8,5.126410959,113.6
Tobacco,Odisha,2019,387954.7429,3057441.367,9900.876351,1909.8,4.413178082,113.6
Tobacco,Tamil Nadu,2019,500665.1436,3689990.43,10340.32817,1909.8,2.565068493,113.6
Tobacco,Telangana,2019,471092.3646,3524023.194,10225.02549,1909.8,3.049972603,113.6
Tobacco,Uttar Pradesh,2019,511091.3904,3748504.219,10380.97955,1909.8,2.394109589,113.6
Tobacco,West Bengal,2019,370642.829,2960284.097,9833.378125,1909.8,4.697041096,113.6
Tur,Andaman And Nicobar Islands,2019,0,0,0,5800,0,144.675
Tur,Andhra Pradesh,2019,243000,118098,486,5800,2.567726027,144.675
Tur,Arunachal Pradesh,2019,819,712,869,5800,7.009479452,144.675
Tur,Assam,2019,5830,5037,864,5800,5.826712329,144.675
Tur,Bihar,2019,16754,28163,1681,5800,3.32509589,144.675
Tur,Chhattisgarh,2019,51160,32128,628,5800,3.877863014,144.675
Tur,Gujarat,2019,212700,210786,991,5800,2.93460274,144.675
Tur,Haryana,2019,1110,1243,1120,5800,1.095753425,144.675
Tur,Himachal Pradesh,2019,77,50,650,5800,3.314136986,144.675
Tur,Jharkhand,2019,230559,241626,1048,5800,3.205917808,144.675
Tur,Karnataka,2019,1545000,1126305,729,5800,3.678,144.675
Tur,Kerala,2019,313,522,1668,5800,7.62169863,144.675
Tur,Madhya Pradesh,2019,249000,274647,1103,5800,3.862794521,144.675
Tur,Maharashtra,2019,1195500,1084319,907,5800,4.069369863,144.675
Tur,Manipur,2019,509,457,898,5800,2.90739726,144.675
Tur,Meghalaya,2019,1180,1532,1298,5800,10.57309589,144.675
Tur,Mizoram,2019,337,317,940,5800,5.126410959,144.675
Tur,Nagaland,2019,3210,2921,910,5800,4.291726027,144.675
Tur,Odisha,2019,128630,144580,1124,5800,4.413178082,144.675
Tur,Punjab,2019,2000,2190,1095,5800,1.941232877,144.675
Tur,Rajasthan,2019,8860,5192,586,5800,1.792739726,144.675
Tur,Tamil Nadu,2019,41810,53224,1273,5800,2.565068493,144.675
Tur,Telangana,2019,295000,266385,903,5800,3.049972603,144.675
Tur,Tripura,2019,4832,3875,802,5800,6.345205479,144.675
Tur,Uttar Pradesh,2019,285000,279300,980,5800,2.394109589,144.675
Tur,Uttarakhand,2019,3000,2553,851,5800,4.201315068,144.675
Tur,West Bengal,2019,4845,4128,852,5800,4.697041096,144.675
Urad,Andaman And Nicobar Islands,2019,155.9,83,533,5700,0,135.475
Urad,Andhra Pradesh,2019,303000,329097,1086,5700,2.567726027,135.475
Urad,Arunachal Pradesh,2019,2602,2439,937,5700,7.009479452,135.475
Urad,Assam,2019,58100,34744,598,5700,5.826712329,135.475
Urad,Bihar,2019,7102,6292,886,5700,3.32509589,135.475
Urad,Chhattisgarh,2019,75440,24990,331,5700,3.877863014,135.475
Urad,Gujarat,2019,99930,73648,737,5700,2.93460274,135.475
Urad,Haryana,2019,30,12,391,5700,1.095753425,135.475
Urad,Himachal Pradesh,2019,7017,5122,730,5700,3.314136986,135.475
Urad,Jammu And Kashmir,2019,0,0,0,5700,3.29139726,135.475
Urad,Jharkhand,2019,128440,111614,869,5700,3.205917808,135.475
Urad,Karnataka,2019,68200,33275,488,5700,3.678,135.475
Urad,Kerala,2019,19419.75145,-1739485.993,-2654.621473,5700,7.62169863,135.475
Urad,Madhya Pradesh,2019,1794000,503342,281,5700,3.862794521,135.475
Urad,Maharashtra,2019,340530,151195,444,5700,4.069369863,135.475
Urad,Manipur,2019,1291,1153,893,5700,2.90739726,135.475
Urad,Nagaland,2019,830,680,819,5700,4.291726027,135.475
Urad,Odisha,2019,57640,21222,368,5700,4.413178082,135.475
Urad,Puducherry,2019,469,287,612,5700,3.491369863,135.475
Urad,Punjab,2019,2000,1156,578,5700,1.941232877,135.475
Urad,Rajasthan,2019,502140,123575,246,5700,1.792739726,135.475
Urad,Sikkim,2019,2789,2611,936,5700,8.967835616,135.475
Urad,Tamil Nadu,2019,405320,317340,783,5700,2.565068493,135.475
Urad,Telangana,2019,22000,26670,1212,5700,3.049972603,135.475
Urad,Tripura,2019,4919,3303,671,5700,6.345205479,135.475
Urad,Uttar Pradesh,2019,564000,245010,434,5700,2.394109589,135.475
Urad,Uttarakhand,2019,12000,11316,943,5700,4.201315068,135.475
Urad,West Bengal,2019,72348,50070,692,5700,4.697041096,135.475
Wheat,Arunachal Pradesh,2019,3390,6678,1970,1925,7.009479452,156.6083333
Wheat,Assam,2019,11336,14431,1273,1925,5.826712329,156.6083333
Wheat,Bihar,2019,2150180,5579717,2595,1925,3.32509589,156.6083333
Wheat,Chandigarh,2019,546,2457,4500,1925,2.575342466,156.6083333
Wheat,Chhattisgarh,2019,109800,115290,1050,1925,3.877863014,156.6083333
Wheat,Delhi,2019,19200,82870,4316,1925,1.368410959,156.6083333
Wheat,Gujarat,2019,1018000,3326824,3268,1925,2.93460274,156.6083333
Wheat,Haryana,2019,2533900,11876389,4687,1925,1.095753425,156.6083333
Wheat,Himachal Pradesh,2019,286000,563420,1970,1925,3.314136986,156.6083333
Wheat,Jammu And Kashmir,2019,243930,488348,2002,1925,3.29139726,156.6083333
Wheat,Jharkhand,2019,214780,439440,2046,1925,3.205917808,156.6083333
Wheat,Karnataka,2019,150000,179700,1198,1925,3.678,156.6083333
Wheat,Ladakh,2019,0,0,0,1925,1.420876712,156.6083333
Wheat,Madhya Pradesh,2019,6551000,19607143,2993,1925,3.862794521,156.6083333
Wheat,Maharashtra,2019,1056970,1793678,1697,1925,4.069369863,156.6083333
Wheat,Manipur,2019,2300,5755,2502,1925,2.90739726,156.6083333
Wheat,Meghalaya,2019,464,898,1935,1925,10.57309589,156.6083333
Wheat,Nagaland,2019,3430,6280,1831,1925,4.291726027,156.6083333
Wheat,Odisha,2019,120,167,1390,1925,4.413178082,156.6083333
Wheat,Punjab,2019,3521000,17615563,5003,1925,1.941232877,156.6083333
Wheat,Rajasthan,2019,3118000,10916118,3501,1925,1.792739726,156.6083333
Wheat,Sikkim,2019,165,179,1082,1925,8.967835616,156.6083333
Wheat,Telangana,2019,5000,9210,1842,1925,3.049972603,156.6083333
Wheat,Tripura,2019,148,330,2230,1925,6.345205479,156.6083333
Wheat,Uttar Pradesh,2019,9853000,33815496,3432,1925,2.394109589,156.6083333
Wheat,Uttarakhand,2019,316000,904076,2861,1925,4.201315068,156.6083333
Wheat,West Bengal,2019,188308,509938,2708,1925,4.697041096,156.6083333
Bajra,Andhra Pradesh,2020,31000,70711,2281,2150,3.367614943,173.0416667
Bajra,Bihar,2020,4219,4784.35,1134,2150,3.886293103,173.0416667
Bajra,Chhattisgarh,2020,40,20.6,515,2150,4.031810345,173.0416667
Bajra,Dadra And Nagar Haveli,2020,234317.7016,1970737.335,8391.074106,2150,6.606724138,173.0416667
Bajra,Delhi,2020,1325,5339.75,4030,2150,1.394885057,173.0416667
Bajra,Gujarat,2020,460260,1008889.92,2192,2150,2.988994253,173.0416667
Bajra,Haryana,2020,569200,1350142.4,2372,2150,1.379454023,173.0416667
Bajra,Himachal Pradesh,2020,523,291.31,557,2150,2.65066092,173.0416667
Bajra,Jammu And Kashmir,2020,13142,6465.86,492,2150,3.958965517,173.0416667
Bajra,Jharkhand,2020,127,81.66,643,2150,3.297471264,173.0416667
Bajra,Karnataka,2020,222000,275502,1241,2150,3.477413793,173.0416667
Bajra,Kerala,2020,201428.6096,1786158.413,8262.841296,2150,7.146005747,173.0416667
Bajra,Madhya Pradesh,2020,327000,737712,2256,2150,2.917011494,173.0416667
Bajra,Maharashtra,2020,687500,656562.5,955,2150,3.371494253,173.0416667
Bajra,Nagaland,2020,710,719.94,1014,2150,4.339712644,173.0416667
Bajra,Odisha,2020,1270,789.94,622,2150,4.300517241,173.0416667
Bajra,Puducherry,2020,10,26,2600,2150,4.280287356,173.0416667
Bajra,Punjab,2020,400,256,640,2150,1.616724138,173.0416667
Bajra,Rajasthan,2020,4348396,4561467.4,1049,2150,1.255114943,173.0416667
Bajra,Tamil Nadu,2020,67410,158885.37,2357,2150,2.749683908,173.0416667
Bajra,Telangana,2020,10000,9300,930,2150,3.69658046,173.0416667
Bajra,Uttar Pradesh,2020,907000,2014447,2221,2150,2.165373563,173.0416667
Bajra,West Bengal,2020,70,29.75,425,2150,5.26408046,173.0416667
Barley,Bihar,2020,7559,14384.78,1903,1600,3.886293103,162.3666667
Barley,Chhattisgarh,2020,1430,992.42,694,1600,4.031810345,162.3666667
Barley,Delhi,2020,50,150,3000,1600,1.394885057,162.3666667
Barley,Haryana,2020,9260,30956.18,3343,1600,1.379454023,162.3666667
Barley,Himachal Pradesh,2020,20430,32136.39,1573,1600,2.65066092,162.3666667
Barley,Jammu And Kashmir,2020,3988,2297.09,576,1600,3.958965517,162.3666667
Barley,Ladakh,2020,5982,3690.89,617,1600,1.872557471,162.3666667
Barley,Madhya Pradesh,2020,25000,47975,1919,1600,2.917011494,162.3666667
Barley,Punjab,2020,5900,22284.3,3777,1600,1.616724138,162.3666667
Barley,Rajasthan,2020,269747,935745.06,3469,1600,1.255114943,162.3666667
Barley,Sikkim,2020,346,404.13,1168,1600,9.112873563,162.3666667
Barley,Uttar Pradesh,2020,157000,488113,3109,1600,2.165373563,162.3666667
