Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,cost_of_prod,Harvest_Price
Ragi,Uttarakhand,2019,84000,120120,1430,3150,4.201315068,1527.7,2807.33
Ragi,West Bengal,2019,2851,4174,1464,3150,4.697041096,1713.82,2621.33
Rapeseed & Mustard,Andhra Pradesh,2019,2000,970,485,4425,2.567726027,2659.67,3518.53
Rapeseed & Mustard,Arunachal Pradesh,2019,28261,28798,1019,4425,7.009479452,3013.71,3005.68
Rapeseed & Mustard,Assam,2019,287447,177355,617,4425,5.826712329,3990,3387.6
Rapeseed & Mustard,Bihar,2019,75240,89310,1187,4425,3.32509589,2053,3269.65
Rapeseed & Mustard,Chhattisgarh,2019,39040,16241,416,4425,3.877863014,2630.45,3327.57
Rapeseed & Mustard,Delhi,2019,3585,4520,1261,4425,1.368410959,2556.09,2800.8
Rapeseed & Mustard,Gujarat,2019,172620,333502,1932,4425,2.93460274,2060,3278.52
Rapeseed & Mustard,Haryana,2019,641300,1149851,1793,4425,1.095753425,1718,3083.9575
Rapeseed & Mustard,Himachal Pradesh,2019,8605,4905,570,4425,3.314136986,2578.63,3044.36
Rapeseed & Mustard,Jammu And Kashmir,2019,45311,40735,899,4425,3.29139726,2288.27,3122.98
Rapeseed & Mustard,Jharkhand,2019,291431,231396,794,4425,3.205917808,2376.46,3513.37
Rapeseed & Mustard,Kerala,2019,75262.6384,-630695.3917,907.4725203,4425,7.62169863,3077.41,3259.52
Rapeseed & Mustard,Ladakh,2019,453431.2965,1491648.497,2381.931886,4425,1.420876712,1896.43,3137.365
Rapeseed & Mustard,Madhya Pradesh,2019,675000,1038150,1538,4425,3.862794521,1329,3210.22
Rapeseed & Mustard,Maharashtra,2019,11800,3890,330,4425,4.069369863,2990.93,3234.83
Rapeseed & Mustard,Manipur,2019,25550,21462,840,4425,2.90739726,2371.9,3109.82
Rapeseed & Mustard,Meghalaya,2019,9870,9238,936,4425,10.57309589,3110.3,3049.95
Rapeseed & Mustard,Mizoram,2019,574,410,714,4425,5.126410959,3156.09,3342.48
Rapeseed & Mustard,Nagaland,2019,27490,27820,1012,4425,4.291726027,2639.23,3031.31
Rapeseed & Mustard,Odisha,2019,6950,2036,293,4425,4.413178082,3136.7,3365.4
Rapeseed & Mustard,Punjab,2019,31000,45942,1482,4425,1.941232877,2186.86,3047.49
Rapeseed & Mustard,Rajasthan,2019,3076320,4202385,1366,4425,1.792739726,2193,3276.63119
Rapeseed & Mustard,Sikkim,2019,3133,2750,878,4425,8.967835616,3128.73,3035.44
Rapeseed & Mustard,Tamil Nadu,2019,140,33,233,4425,2.565068493,2632.42,3519.8
Rapeseed & Mustard,Telangana,2019,1000,1706,1706,4425,3.049972603,2147.18,3232.68
Rapeseed & Mustard,Tripura,2019,7895,6670,845,4425,6.345205479,3175.3,3138.71
Rapeseed & Mustard,Uttar Pradesh,2019,759300,956718,1260,4425,2.394109589,2215,3137.44
Rapeseed & Mustard,Uttarakhand,2019,15000,14505,967,4425,4.201315068,2666.64,3012.01
Rapeseed & Mustard,West Bengal,2019,610402,712339,1167,4425,4.697041096,2740,3131.31
Rice,Andaman And Nicobar Islands,2019,5701.1,17981,3154,1815,0,1113.78,2074.62
Rice,Andhra Pradesh,2019,2300100,8658885,3765,1815,2.567726027,935.05,2581.528333
Rice,Arunachal Pradesh,2019,133500,244727,1833,1815,7.009479452,1484.37,2469.266667
Rice,Assam,2019,2290515,4984634,2176,1815,5.826712329,1204.73,3244.377032
Rice,Bihar,2019,2886399,6297989,2182,1815,3.32509589,1164.78,3273.585127
Rice,Chandigarh,2019,800,4400,5500,1815,2.575342466,1077.76,1867.39
Rice,Chhattisgarh,2019,3666000,6774768,1848,1815,3.877863014,1337.27,3106.43696
Rice,Chhattisgarh,2019,3666000,6774768,1848,1815,3.877863014,1337.27,3106.43696
Rice,Chhattisgarh,2019,3666000,6774768,1848,1815,3.877863014,1337.27,3106.43696
Rice,Dadra And Nagar Haveli,2019,16800,36283,2160,1815,10.46120548,1347.44,2564.91
Rice,Delhi,2019,5840,16800,2877,1815,1.368410959,1306.72,2149.72
Rice,Goa,2019,34698,90386,2605,1815,12.76778082,1316.41,2254.43
Rice,Gujarat,2019,904350,1983055,2193,1815,2.93460274,1287.64,2287.927333
Rice,Haryana,2019,1447000,4824298,3334,1815,1.095753425,1020.84,2947
Rice,Himachal Pradesh,2019,72620,143788,1980,1815,3.314136986,1489.72,2369.176667
Rice,Jammu And Kashmir,2019,280513,587018,2093,1815,3.29139726,1423.56,2244.166667
Rice,Jharkhand,2019,1357728,3012798,2219,1815,3.205917808,1310.44,2644.206667
Rice,Karnataka,2019,1185000,3634480,3067,1815,3.678,1081.33,2211.73
Rice,Kerala,2019,198180,605568,3056,1815,7.62169863,970.02,1898.02
Rice,Madhya Pradesh,2019,2016000,4778148,2370,1815,3.862794521,1136.52,3304.418794
Rice,Madhya Pradesh,2019,2016000,4778148,2370,1815,3.862794521,1136.52,3304.418794
Rice,Madhya Pradesh,2019,2016000,4778148,2370,1815,3.862794521,1136.52,3304.418794
Rice,Maharashtra,2019,1552990,2897587,1866,1815,4.069369863,1507.46,2663.868
Rice,Manipur,2019,175600,385500,2195,1815,2.90739726,1358.02,2398.76
Rice,Meghalaya,2019,110980,303437,2734,1815,10.57309589,1317.08,2075.64
Rice,Mizoram,2019,35210,60010,1704,1815,5.126410959,1591.73,2593.076667
Rice,Nagaland,2019,216950,363313,1675,1815,4.291726027,1487.13,2336.536667
Rice,Odisha,2019,3940710,8360372,2122,1815,4.413178082,1217.13,3140.942794
Rice,Puducherry,2019,18238,59346,3254,1815,3.491369863,1108.26,1923.37
Rice,Punjab,2019,2920000,11779280,4034,1815,1.941232877,825.99,1769
Rice,Rajasthan,2019,219520,480529,2189,1815,1.792739726,1432.29,2701
Rice,Sikkim,2019,8685,16137,1858,1815,8.967835616,1595.74,2763.736667
Rice,Tamil Nadu,2019,1907410,7171143,3760,1815,2.565068493,975.74,2570.921
Rice,Telangana,2019,2011000,7427769,3694,1815,3.049972603,990.64,2683.758333
Rice,Tripura,2019,267335,810245,3031,1815,6.345205479,930.22,1897.5
Rice,Uttar Pradesh,2019,5737000,15517797,2705,1815,2.394109589,1019.57,2775.091889
Rice,Uttarakhand,2019,247000,658375,2665,1815,4.201315068,1393.5,2108.18
Rice,West Bengal,2019,5490975,15881444,2892,1815,4.697041096,961.52,2697.876556
Safflower,Andhra Pradesh,2019,1000,490,490,5215,2.567726027,3789.55,7776.82
Safflower,Bihar,2019,85,69,812,5215,3.32509589,2835.96,8359.29
Safflower,Chhattisgarh,2019,190,78,409,5215,3.877863014,3993.37,6963.45
Safflower,Jharkhand,2019,319,157,491,5215,3.205917808,3757.03,8953.04
Safflower,Karnataka,2019,26000,25272,972,5215,3.678,1863,5033.74
Safflower,Maharashtra,2019,21600,14926,691,5215,4.069369863,4207,5072.49
Safflower,Odisha,2019,300,180,600,5215,4.413178082,4039.69,7330.43
Safflower,Telangana,2019,2000,2210,1105,5215,3.049972603,2744.77,4476.57
Safflower,West Bengal,2019,0,0,0,5215,4.697041096,4045.9,5015.39
Sannhemp,Bihar,2019,297910.1283,867316.135,1743.838633,3098.67,3.32509589,1752.92,2770.23
Sannhemp,Chhattisgarh,2019,264198.5972,678121.5506,1612.399177,4664.27,3.877863014,2200.38,4091
Sannhemp,Jammu And Kashmir,2019,299965.302,878850.103,1751.851645,2020.37,3.29139726,1664.91,2120.33
Sannhemp,Karnataka,2019,276387.6148,746528.2959,1659.923505,4084.37,3.678,2022.46,2943.29
Sannhemp,Odisha,2019,231551.4121,494900.2488,1485.109549,5726.34,4.413178082,3891.23,4348.575
Sannhemp,Rajasthan,2019,391363.7192,1391792.855,2108.209184,1771.2,1.792739726,1499.37,2966
Sannhemp,Uttar Pradesh,2019,354688.0595,1185963.1,1965.21275,1771.2,2.394109589,1552.64,2451
Sannhemp,West Bengal,2019,214239.4982,397742.9783,1417.611323,5726.34,4.697041096,4178.62,4393.775
Sesamum,Andaman And Nicobar Islands,2019,0,0,0,6485,0,5532.17,8822.496667
Sesamum,Andhra Pradesh,2019,39000,13377,343,6485,2.567726027,5384,7212.390833
Sesamum,Arunachal Pradesh,2019,2058,1836,892,6485,7.009479452,3442.4,5127.11
Sesamum,Assam,2019,12027,8527,709,6485,5.826712329,3776.74,6272
Sesamum,Bihar,2019,1299,1138,876,6485,3.32509589,3795.73,4703
Sesamum,Chhattisgarh,2019,15310,6859,448,6485,3.877863014,4706.1,6215.46
Sesamum,Gujarat,2019,165680,107526,649,6485,2.93460274,5790,9538
Sesamum,Haryana,2019,1600,904,565,6485,1.095753425,5271.41,9138
Sesamum,Himachal Pradesh,2019,379,190,500,6485,3.314136986,5288.32,11105
Sesamum,Jammu And Kashmir,2019,3825,1564,409,6485,3.29139726,5321.98,6670.6125
Sesamum,Jharkhand,2019,5844,2227,381,6485,3.205917808,5349.7,6599.0125
Sesamum,Jharkhand,2019,5844,2227,381,6485,3.205917808,5349.7,6599.0125
Sesamum,Karnataka,2019,29000,25056,864,6485,3.678,3712.27,6427.87
Sesamum,Kerala,2019,208,91,439,6485,7.62169863,3881.06,7279.89
Sesamum,Madhya Pradesh,2019,315000,126000,400,6485,3.862794521,3523,7389.7
Sesamum,Maharashtra,2019,26000,5200,200,6485,4.069369863,4981.94,6413.7625
Sesamum,Meghalaya,2019,2380,2221,933,6485,10.57309589,3421.88,5009.17
Sesamum,Mizoram,2019,756,592,783,6485,5.126410959,3479.41,8647
Sesamum,Nagaland,2019,3740,2289,612,6485,4.291726027,4421.14,4611.15
Sesamum,Odisha,2019,14000,4074,291,6485,4.413178082,4621.45,5607.3325
Sesamum,Puducherry,2019,215,164,763,6485,3.491369863,4090.78,5070
Sesamum,Punjab,2019,2600,944,363,6485,1.941232877,5359.65,7431.2575
Sesamum,Rajasthan,2019,279695,91740,328,6485,1.792739726,5112,10096
Sesamum,Tamil Nadu,2019,53010,36471,688,6485,2.565068493,5061.51,7102.42
Sesamum,Telangana,2019,21000,13356,636,6485,3.049972603,5178.64,6939.013333
Sesamum,Tripura,2019,6600,4200,636,6485,6.345205479,3834.55,5000
Sesamum,Uttar Pradesh,2019,356000,65504,184,6485,2.394109589,4936.89,8503.75
Sesamum,Uttarakhand,2019,2000,602,301,6485,4.201315068,4723.72,7858.17
Sesamum,West Bengal,2019,263370,134845,512,6485,4.697041096,2821,6575.63
Small Millets,Andhra Pradesh,2019,22000,22000,1000,5687.79,2.567726027,2915.93,5047.195
Small Millets,Assam,2019,5212,3226,619,5720.19,5.826712329,4058.19,3786.53
Small Millets,Bihar,2019,2049,1547,755,5720.19,3.32509589,3640.14,4893.23
Small Millets,Chhattisgarh,2019,63370,19040,300,5720.19,3.877863014,4318.16,4825.425
Small Millets,Gujarat,2019,290,162,560,5720.19,2.93460274,4256.93,8916.38
Small Millets,Himachal Pradesh,2019,5214,4640,890,5725.54,3.314136986,3081.3,4740.43
Small Millets,Jammu And Kashmir,2019,7923,0,0,5720.19,3.29139726,4477.2,6919.21
Small Millets,Karnataka,2019,49000,37485,765,5720.19,3.678,3736.14,5146.931667
Small Millets,Kerala,2019,57,43,754,5720.19,7.62169863,3703.17,7091.1
Small Millets,Madhya Pradesh,2019,84000,74000,881,5725.54,3.862794521,3239.98,5186.305
Small Millets,Maharashtra,2019,40980,21965,536,5720.19,4.069369863,4305.58,4526.991667
Small Millets,Meghalaya,2019,2890,2719,941,5725.54,10.57309589,3304.73,4164.05
Small Millets,Nagaland,2019,8830,9978,1130,5689.94,4.291726027,3389.82,4728.77
Small Millets,Odisha,2019,32870,16994,517,5720.19,4.413178082,4110.31,4221.23
Small Millets,Rajasthan,2019,10120,5242,518,5720.19,1.792739726,4120.72,5169.518333
Small Millets,Tamil Nadu,2019,25850,37340,1444,5728.14,2.565068493,3341.77,5334.1025
Small Millets,Telangana,2019,1000,1711,1711,3337.02,3.049972603,1768.47,2884.41
Small Millets,Tripura,2019,458,380,830,5712.89,6.345205479,3465.81,7394.13
Small Millets,Uttar Pradesh,2019,8000,5824,728,5720.19,2.394109589,3988.09,5086.575
Small Millets,Uttarakhand,2019,53000,70967,1339,5726.34,4.201315068,3833.78,4503.1
Small Millets,West Bengal,2019,6104,5536,907,5725.54,4.697041096,3248.12,4674.48
Soybean,Andhra Pradesh,2019,1000,1747,1747,3710,2.567726027,2018.21,2747.39
Soybean,Arunachal Pradesh,2019,3137,4448,1418,3710,7.009479452,2609.94,2583.9
Soybean,Bihar,2019,19600,14778,754,3710,3.32509589,2282.11,2471.84
Soybean,Chhattisgarh,2019,72300,79892,1105,3710,3.877863014,2283.75,2920.57
Soybean,Gujarat,2019,100620,132617,1318,3710,2.93460274,2074.92,2876.82
Soybean,Himachal Pradesh,2019,556,951,1710,3710,3.314136986,1995.23,2631.85
Soybean,Jharkhand,2019,1193,1024,858,3710,3.205917808,2277.21,3186.48
Soybean,Karnataka,2019,320000,378560,1183,3710,3.678,2264.62,2971
Soybean,Madhya Pradesh,2019,6194000,4887066,789,3710,3.862794521,1727,3350.908595
Soybean,Maharashtra,2019,4124010,4825092,1170,3710,4.069369863,2753,3341.395262
Soybean,Manipur,2019,4170,3628,870,3710,2.90739726,2276.76,2620.57
Soybean,Meghalaya,2019,1870,3564,1906,3710,10.57309589,2417.44,2624.64
Soybean,Mizoram,2019,1121,1750,1561,3710,5.126410959,2251.65,2884.66
Soybean,Nagaland,2019,25170,31765,1262,3710,4.291726027,2437.88,2353.86
Soybean,Rajasthan,2019,1118568,524608,469,3710,1.792739726,2353,3120.2375
Soybean,Sikkim,2019,2929,2860,976,3710,8.967835616,2758.87,2558.2
Soybean,Telangana,2019,172000,310976,1808,3710,3.049972603,1818.59,2954.55
Soybean,Uttar Pradesh,2019,22000,11286,513,3710,2.394109589,2355.01,2775.7
Soybean,Uttarakhand,2019,8000,8888,1111,3710,4.201315068,2456.74,2488.26
Soybean,West Bengal,2019,249,194,779,3710,4.697041096,2484.35,2737.4
Sugarcane,Andaman And Nicobar Islands,2019,88.4,8296,93846,275,0,189.15,489.57
Sugarcane,Andhra Pradesh,2019,86000,6723996,78186,275,2.567726027,146,431.04
Sugarcane,Arunachal Pradesh,2019,1824,39216,21500,275,7.009479452,646.4,3820.97
Sugarcane,Assam,2019,29703,1218120,41010,275,5.826712329,417.61,1339
Sugarcane,Bihar,2019,223892,13578826,60649,275,3.32509589,148.93,670.49
Sugarcane,Chhattisgarh,2019,35180,1759000,50000,275,3.877863014,159.91,637.56
Sugarcane,Goa,2019,811.4,53710,66194,275,12.76778082,158.62,300
Sugarcane,Gujarat,2019,160940,11569977,71890,275,2.93460274,153.28,462.45
Sugarcane,Haryana,2019,96300,7730386,80274,275,1.095753425,141.37,399
Sugarcane,Himachal Pradesh,2019,1603,32014,19971,275,3.314136986,647.09,6700
Sugarcane,Jammu And Kashmir,2019,0,0,0,275,3.29139726,1410.69,2192.89
Sugarcane,Karnataka,2019,429000,38181000,89000,275,3.678,104,482.76
Sugarcane,Kerala,2019,950,120831,127190,275,7.62169863,181.35,5000
Sugarcane,Madhya Pradesh,2019,125000,7433750,59470,275,3.862794521,129.61,663.12
Sugarcane,Maharashtra,2019,822400,69311872,84280,275,4.069369863,127,480.61
Sugarcane,Manipur,2019,0,0,0,275,2.90739726,1389.98,716
Sugarcane,Meghalaya,2019,128,384,3000,275,10.57309589,621.68,2400.63
Sugarcane,Mizoram,2019,1468,44260,30150,275,5.126410959,628.47,1690
Sugarcane,Nagaland,2019,4450,193620,43510,275,4.291726027,158.45,1520.84
Sugarcane,Odisha,2019,8950,504986,56423,275,4.413178082,158.45,519.8
Sugarcane,Puducherry,2019,1308,183120,140000,275,3.491369863,182.16,3538.4
Sugarcane,Punjab,2019,91000,7302022,80242,275,1.941232877,138.78,310
Sugarcane,Rajasthan,2019,4466,326188,73038,275,1.792739726,190.81,518.88
Sugarcane,Tamil Nadu,2019,131200,14119088,107615,275,2.565068493,184,3534.54
Sugarcane,Telangana,2019,26000,2012868,77418,275,3.049972603,187.99,432.42
Sugarcane,Tripura,2019,687,36370,52940,275,6.345205479,158.62,772.4
Sugarcane,Uttar Pradesh,2019,2208000,179539104,81313,275,2.394109589,161,456.75
Sugarcane,Uttarakhand,2019,92000,6937720,75410,275,4.201315068,121,436.35
Sugarcane,West Bengal,2019,19177,1527582,79657,275,4.697041096,154.07,378.7
Sunflower,Andhra Pradesh,2019,9000,8480,942,5650,2.567726027,2939.33,5067.545
Sunflower,Arunachal Pradesh,2019,574,469,817,5650,7.009479452,3506.86,7109.1
Sunflower,Bihar,2019,8081,11485,1421,5650,3.32509589,3536.54,4753.45
Sunflower,Chhattisgarh,2019,0,0,0,5650,3.877863014,4286.54,3889.23
Sunflower,Gujarat,2019,500,910,1820,5650,2.93460274,3362.2,5034.78
Sunflower,Haryana,2019,9100,16799,1846,5650,1.095753425,3168.31,4815.105333
Sunflower,Jharkhand,2019,547,296,540,5650,3.205917808,4115.81,7705.89
Sunflower,Karnataka,2019,129000,103396,802,5650,3.678,3480.68,5123.981667
Sunflower,Kerala,2019,1,1,1000,5650,7.62169863,3443.63,7358.79
Sunflower,Maharashtra,2019,27800,12119,436,5650,4.069369863,4154.35,4433.1675
Sunflower,Nagaland,2019,2730,1770,649,5650,4.291726027,4214.53,4100.81
Sunflower,Odisha,2019,16560,20957,1266,5650,4.413178082,3903.4,4207.54
Sunflower,Punjab,2019,4300,7994,1859,5650,1.941232877,3219.72,4338.355333
Sunflower,Tamil Nadu,2019,4250,3833,902,5650,2.565068493,3020.42,4369.295
Sunflower,Telangana,2019,4000,8924,2231,5650,3.049972603,3468.48,4212.61
Sunflower,Uttar Pradesh,2019,4000,5528,1382,5650,2.394109589,3296,4236.702
Sunflower,West Bengal,2019,7842,9575,1221,5650,4.697041096,3697.47,4446.1
Tobacco,Andhra Pradesh,2019,500503.069,3689080.84,10339.69625,1909.8,2.567726027,1145.28,6576.231429
Tobacco,Assam,2019,301747.7277,2573633.606,9564.759811,1909.8,5.826712329,1035.2,8501
Tobacco,Bihar,2019,454313.4592,3429857.253,10159.60544,1909.8,3.32509589,1150.32,7504.12
Tobacco,Chhattisgarh,2019,420601.928,3240662.669,10028.16598,1909.8,3.877863014,1141.6,13516
Tobacco,Gujarat,2019,478128.4103,3563510.624,10252.45866,1909.8,2.93460274,1147.14,4318
Tobacco,Karnataka,2019,432790.9457,3309069.414,10075.69031,1909.8,3.678,1147.34,12825.35
Tobacco,Kerala,2019,192277.1495,1959266.953,9137.939883,1909.8,7.62169863,997.72,10991.34
Tobacco,Maharashtra,2019,408922.5266,3175115.973,9982.628618,1909.8,4.069369863,1134.17,13808.83
Tobacco,Meghalaya,2019,12280.69805,949097.653,8436.143349,1953.6,10.57309589,1059.67,10855.97
Tobacco,Mizoram,2019,344456.9093,2813324.465,9731.280625,1909.8,5.126410959,1064.47,38636
Tobacco,Odisha,2019,387954.7429,3057441.367,9900.876351,1909.8,4.413178082,1092.34,27315.02
Tobacco,Tamil Nadu,2019,500665.1436,3689990.43,10340.32817,1909.8,2.565068493,1145.28,6576.231429
Tobacco,Telangana,2019,471092.3646,3524023.194,10225.02549,1909.8,3.049972603,1147.14,7267.288333
Tobacco,Uttar Pradesh,2019,511091.3904,3748504.219,10380.97955,1909.8,2.394109589,1148.98,6641.751429
Tobacco,Uttar Pradesh,2019,511091.3904,3748504.219,10380.97955,1909.8,2.394109589,1148.98,6641.751429
Tobacco,West Bengal,2019,370642.829,2960284.097,9833.378125,1909.8,4.697041096,1091.9,31210.55
Tur,Andaman And Nicobar Islands,2019,0,0,0,5800,0,4368.18,6995.92
Tur,Andhra Pradesh,2019,243000,118098,486,5800,2.567726027,4352.84,5259.374667
Tur,Arunachal Pradesh,2019,819,712,869,5800,7.009479452,3371.9,6050.94
Tur,Assam,2019,5830,5037,864,5800,5.826712329,3347.09,4339.56
Tur,Bihar,2019,16754,28163,1681,5800,3.32509589,3838.26,5074.11
Tur,Chhattisgarh,2019,51160,32128,628,5800,3.877863014,4273.61,4967.565
Tur,Gujarat,2019,212700,210786,991,5800,2.93460274,3184.34,5339.8525
Tur,Haryana,2019,1110,1243,1120,5800,1.095753425,3045.15,4904.673333
Tur,Himachal Pradesh,2019,77,50,650,5800,3.314136986,4269.57,8270.06
Tur,Jharkhand,2019,230559,241626,1048,5800,3.205917808,3360.15,5098.39
Tur,Karnataka,2019,1545000,1126305,729,5800,3.678,3127.41,4744.429667
Tur,Kerala,2019,313,522,1668,5800,7.62169863,3818.64,7173.53
Tur,Madhya Pradesh,2019,249000,274647,1103,5800,3.862794521,3698.1,4808.613333
Tur,Maharashtra,2019,1195500,1084319,907,5800,4.069369863,3290.86,4687.453333
Tur,Manipur,2019,509,457,898,5800,2.90739726,3184.79,7554.95
Tur,Meghalaya,2019,1180,1532,1298,5800,10.57309589,3962.15,4262.52
Tur,Mizoram,2019,337,317,940,5800,5.126410959,3226.58,8115.34
Tur,Nagaland,2019,3210,2921,910,5800,4.291726027,3342.01,4230.09
Tur,Odisha,2019,128630,144580,1124,5800,4.413178082,3360.5,4605.955
Tur,Punjab,2019,2000,2190,1095,5800,1.941232877,2994.91,4317.093333
Tur,Rajasthan,2019,8860,5192,586,5800,1.792739726,4138.02,5060.141333
Tur,Tamil Nadu,2019,41810,53224,1273,5800,2.565068493,3653.19,5121.4325
Tur,Telangana,2019,295000,266385,903,5800,3.049972603,3280.69,5177.583333
Tur,Tripura,2019,4832,3875,802,5800,6.345205479,3602.38,3963.45
Tur,Uttar Pradesh,2019,285000,279300,980,5800,2.394109589,3033.26,5252.5
Tur,Uttarakhand,2019,3000,2553,851,5800,4.201315068,3471.4,4234.02
Tur,West Bengal,2019,4845,4128,852,5800,4.697041096,3416.81,4216.2
Urad,Andaman And Nicobar Islands,2019,155.9,83,533,5700,0,4200.37,7751.72
Urad,Andhra Pradesh,2019,303000,329097,1086,5700,2.567726027,1762,4826.535
Urad,Arunachal Pradesh,2019,2602,2439,937,5700,7.009479452,3285.35,3971.49
Urad,Assam,2019,58100,34744,598,5700,5.826712329,4056.78,3872.639167
Urad,Bihar,2019,7102,6292,886,5700,3.32509589,3108.81,5035.65
Urad,Chhattisgarh,2019,75440,24990,331,5700,3.877863014,4386.48,4678.895833
Urad,Gujarat,2019,99930,73648,737,5700,2.93460274,3677.78,5319.0875
Urad,Haryana,2019,30,12,391,5700,1.095753425,4174.5,8792.74
Urad,Himachal Pradesh,2019,7017,5122,730,5700,3.314136986,3993.8,4917.67
Urad,Jammu And Kashmir,2019,0,0,0,5700,3.29139726,4386.95,6225.92
Urad,Jharkhand,2019,128440,111614,869,5700,3.205917808,3034.92,5378.153333
Urad,Karnataka,2019,68200,33275,488,5700,3.678,4368.22,4847.840833
Urad,Kerala,2019,19419.75145,-1739485.993,-2654.621473,5700,7.62169863,4206.83,5714.19
Urad,Madhya Pradesh,2019,1794000,503342,281,5700,3.862794521,2276,4761.039167
Urad,Maharashtra,2019,340530,151195,444,5700,4.069369863,5355,4775.579167
Urad,Manipur,2019,1291,1153,893,5700,2.90739726,3058.91,4761.935
Urad,Nagaland,2019,830,680,819,5700,4.291726027,3448.78,5885.49
Urad,Odisha,2019,57640,21222,368,5700,4.413178082,4327,4110.7275
Urad,Puducherry,2019,469,287,612,5700,3.491369863,4242.06,7008.12
Urad,Punjab,2019,2000,1156,578,5700,1.941232877,4101.61,4696.789667
Urad,Rajasthan,2019,502140,123575,246,5700,1.792739726,4106.67,5876.109167
Urad,Sikkim,2019,2789,2611,936,5700,8.967835616,3285.35,3889.18
Urad,Tamil Nadu,2019,405320,317340,783,5700,2.565068493,4140,5133.6575
Urad,Telangana,2019,22000,26670,1212,5700,3.049972603,3227.26,4840.7025
Urad,Tripura,2019,4919,3303,671,5700,6.345205479,3978.4,3630.81
Urad,Uttar Pradesh,2019,564000,245010,434,5700,2.394109589,3927,5204.34
Urad,Uttarakhand,2019,12000,11316,943,5700,4.201315068,3213.44,4584.75
Urad,West Bengal,2019,72348,50070,692,5700,4.697041096,4072.62,4532.1725
Wheat,Arunachal Pradesh,2019,3390,6678,1970,1925,7.009479452,1567,2755.98
Wheat,Assam,2019,11336,14431,1273,1925,5.826712329,1736.17,2626
Wheat,Bihar,2019,2150180,5579717,2595,1925,3.32509589,948,3279.074643
